title,author,abstractstract,main_subject,other_subjects,submission_date
Capsule Networks with Max-Min Normalization,"Zhen Zhao, Ashley Kleinhans, Gursharan Sandhu, Ishan Patel, K. P. Unnikrishnan","Capsule Networks (CapsNet) use the Softmax function to convert the logits of
the routing coefficients into a set of normalized values that signify the
assignment probabilities between capsules in adjacent layers. We show that the
use of Softmax prevents capsule layers from forming optimal couplings between
lower and higher-level capsules. Softmax constrains the dynamic range of the
routing coefficients and leads to probabilities that remain mostly uniform
after several routing iterations. Instead, we propose the use of Max-Min
normalization. Max-Min performs a scale-invariant normalization of the logits
that allows each lower-level capsule to take on an independent value,
constrained only by the bounds of normalization. Max-Min provides consistent
improvement in test accuracy across five datasets and allows more routing
iterations without a decrease in network performance. A single CapsNet trained
using Max-Min achieves an improved test error of 0.20% on the MNIST dataset.
With a simple 3-model majority vote, we achieve a test error of 0.17% on MNIST.",Computer Vision and Pattern Recognition (cs.CV),,[Submitted on 22 Mar 2019]
Compliance Shaping for Control of Strength Amplification Exoskeletons with Elastic Cuffs,"Gray Cortright Thomas, Jeremiah M. Coholich, Luis Sentis","Exoskeletons which amplify the strength of their operators can enable
heavy-duty manipulation of unknown objects. However, this type of behavior is
difficult to accomplish; it requires the exoskeleton to sense and amplify the
operator's interaction forces while remaining stable. But, the goals of
amplification and robust stability when connected to the operator fundamentally
conflict. As a solution, we introduce a design with a spring in series with the
force sensitive cuff. This allows us to design an exoskeleton compliance
behavior which is nominally passive, even with high amplification ratios. In
practice, time delay and discrete time filters prevent our strategy from
actually achieving passivity, but the designed compliance still makes the
exoskeleton more robust to spring-like human behaviors. Our exoskeleton is
actuated by a series elastic actuator (SEA), which introduces another spring
into the system. We show that shaping the cuff compliance for the exoskeleton
can be made into approximately the same problem as shaping the spring
compliance of an SEA. We therefore introduce a feedback controller and gain
tuning method which takes advantage of an existing compliance shaping technique
for SEAs. We call our strategy the ""double compliance shaping"" method. With
large amplification ratios, this controller tends to amplify nonlinear
transmission friction effects, so we additionally propose a ""transmission
disturbance observer"" to mitigate this drawback. Our methods are validated on a
single-degree-of-freedom elbow exoskeleton.",Robotics (cs.RO),; Systems and Control (eess.SY); Dynamical Systems (math.DS); Optimization and Control (math.OC),[Submitted on 22 Mar 2019]
Stochastic phase-cohesiveness of discrete-time Kuramoto oscillators in a frequency-dependent tree network,"Matin Jafarian, Mohammad H. Mamduhi, Karl H. Johansson","This paper presents the notion of stochastic phase-cohesiveness based on the
concept of recurrent Markov chains and studies the conditions under which a
discrete-time stochastic Kuramoto model is phase-cohesive. It is assumed that
the exogenous frequencies of the oscillators are combined with random variables
representing uncertainties. A bidirectional tree network is considered such
that each oscillator is coupled to its neighbors with a coupling law which
depends on its own noisy exogenous frequency. In addition, an undirected tree
network is studied. For both cases, a sufficient condition for the common
coupling strength and a necessary condition for the sampling-period are derived
such that the stochastic phase-cohesiveness is achieved. The analysis is
performed within the stochastic systems framework and validated by means of
numerical simulations.",Systems and Control (eess.SY),,[Submitted on 22 Mar 2019]
Symbolic Regression Methods for Reinforcement Learning,"Jiří Kubalík, Jan Žegklitz, Erik Derner, Robert Babuška","Reinforcement learning algorithms can be used to optimally solve dynamic
decision-making and control problems. With continuous-valued state and input
variables, reinforcement learning algorithms must rely on function
approximators to represent the value function and policy mappings. Commonly
used numerical approximators, such as neural networks or basis function
expansions, have two main drawbacks: they are black-box models offering no
insight in the mappings learned, and they require significant trial and error
tuning of their meta-parameters. In this paper, we propose a new approach to
constructing smooth value functions by means of symbolic regression. We
introduce three off-line methods for finding value functions based on a state
transition model: symbolic value iteration, symbolic policy iteration, and a
direct solution of the Bellman equation. The methods are illustrated on four
nonlinear control problems: velocity control under friction, one-link and
two-link pendulum swing-up, and magnetic manipulation. The results show that
the value functions not only yield well-performing policies, but also are
compact, human-readable and mathematically tractable. This makes them
potentially suitable for further analysis of the closed-loop system. A
comparison with alternative approaches using neural networks shows that our
method constructs well-performing value functions with substantially fewer
parameters.",Machine Learning (cs.LG),; Neural and Evolutionary Computing (cs.NE); Systems and Control (eess.SY); Machine Learning (stat.ML),[Submitted on 22 Mar 2019]
Distributed estimation and control of node centrality in undirected asymmetric networks,"Eduardo Montijano, Gabriele Oliva, Andrea Gasparri","Measures of node centrality that describe the importance of a node within a
network are crucial for understanding the behavior of social networks and
graphs. In this paper, we address the problems of distributed estimation and
control of node centrality in undirected graphs with asymmetric weight values.
In particular, we focus our attention on $\alpha$-centrality, which can be seen
as a generalization of eigenvector centrality. In this setting, we first
consider a distributed protocol where agents compute their $\alpha$-centrality,
focusing on the convergence properties of the method; then, we combine the
estimation method with a consensus algorithm to achieve a consensus value
weighted by the influence of each node in the network. Finally, we formulate an
$\alpha$-centrality control problem which is naturally decoupled and, thus,
suitable for a distributed setting and we apply this formulation to protect the
most valuable nodes in a network against a targeted attack, by making every
node in the network equally important in terms of {\alpha}-centrality.
Simulations results are provided to corroborate the theoretical findings.",Systems and Control (eess.SY),,"[Submitted on 22 Mar 2019 (v1), last revised 5 Jul 2020 (this version, v4)]"
"Quality of Experience from Cache Hierarchies: Keep your low-bitrate close, and high-bitrate closer","Wenjie Li, Sharief M.A. Oteafy, Marwan Fayed, Hossam S. Hassanein","Recent studies into streaming media delivery suggest that performance gains
from cache hierarchies such as Information-Centric Networks (ICNs) may be
negated by Dynamic Adaptive Streaming (DAS), the de facto method for retrieving
multimedia content. The bitrate adaptation mechanisms that drive video
streaming clash with caching hierarchies in ways that affect users' Quality of
Experience (QoE). Cache performance also diminishes as consumers dynamically
select content encoded at different bitrates. In this paper we use the evidence
to draw a novel insight: in a cache hierarchy for adaptive streaming content,
bitrates should be prioritized over or alongside popularity and hit rates. We
build on this insight to propose RippleCache as a family of cache placement
schemes that safeguard high-bitrate content at the edge and push low-bitrate
content into the network core. Doing so reduces contention of cache resources,
as well as congestion in the network. To validate RippleCache claims we
construct two separate implementations. We design RippleClassic as a benchmark
solution that optimizes content placement by maximizing a measure for cache
hierarchies shown to have high correlation with QoE. In addition, our
lighter-weight RippleFinder is then re-designed with distributed execution for
application in large-scale systems. RippleCache performance gains are
reinforced by evaluations in NS-3 against state-of-the-art baseline approaches,
using standard measures of QoE as defined by the DASH Industry Forum.
Measurements show that RippleClassic and RippleFinder deliver content that
suffers less oscillation and rebuffering, as well as the highest levels of
video quality, indicating overall improvements to QoE.",Networking and Internet Architecture (cs.NI),,[Submitted on 22 Mar 2019]
Explaining Reinforcement Learning to Mere Mortals: An Empirical Study,"Andrew Anderson, Jonathan Dodge, Amrita Sadarangani, Zoe Juozapaitis, Evan Newman, Jed Irvine, Souti Chattopadhyay, Alan Fern, Margaret Burnett","We present a user study to investigate the impact of explanations on
non-experts' understanding of reinforcement learning (RL) agents. We
investigate both a common RL visualization, saliency maps (the focus of
attention), and a more recent explanation type, reward-decomposition bars
(predictions of future types of rewards). We designed a 124 participant,
four-treatment experiment to compare participants' mental models of an RL agent
in a simple Real-Time Strategy (RTS) game. Our results show that the
combination of both saliency and reward bars were needed to achieve a
statistically significant improvement in mental model score over the control.
In addition, our qualitative analysis of the data reveals a number of effects
for further study.",Human-Computer Interaction (cs.HC),; Artificial Intelligence (cs.AI),"[Submitted on 22 Mar 2019 (v1), last revised 18 Jun 2019 (this version, v2)]"
An Interaction Framework for Studying Co-Creative AI,"Matthew Guzdial, Mark Riedl","Machine learning has been applied to a number of creative, design-oriented
tasks. However, it remains unclear how to best empower human users with these
machine learning approaches, particularly those users without technical
expertise. In this paper we propose a general framework for turn-based
interaction between human users and AI agents designed to support human
creativity, called {co-creative systems}. The framework can be used to better
understand the space of possible designs of co-creative systems and reveal
future research directions. We demonstrate how to apply this framework in
conjunction with a pair of recent human subject studies, comparing between the
four human-AI systems employed in these studies and generating hypotheses
towards future studies.",Human-Computer Interaction (cs.HC),; Artificial Intelligence (cs.AI),[Submitted on 22 Mar 2019]
Barrier Functions in Cascaded Controller: Safe Quadrotor Control,"Mouhyemen Khan, Munzir Zafar, Abhijit Chatterjee","Safe control for inherently unstable systems such as quadrotors is crucial.
Imposing multiple dynamic constraints simultaneously on the states for safety
regulation can be a challenging problem. In this paper, we propose a quadratic
programming (QP) based approach on a cascaded control architecture for
quadrotors to enforce safety. Safety regions are constructed using control
barrier functions (CBF) while explicitly considering the nonlinear
underactuated dynamics of the quadrotor. The safety regions constructed using
CBFs establish a non-conservative forward invariant safe region for quadrotor
navigation. Barriers imposed across the cascaded architecture allows
independent safety regulation in quadrotor's altitude and lateral domains.
Despite barriers appearing in a cascaded fashion, we show preservation of
safety for quadrotor motion in SE(3). We demonstrate the feasibility of our
method on a quadrotor in simulation with static and dynamic constraints
enforced on position and velocity spaces simultaneously.",Systems and Control (eess.SY),,"[Submitted on 22 Mar 2019 (v1), last revised 17 Feb 2020 (this version, v2)]"
SLING: Using Dynamic Analysis to Infer Program Invariants in Separation Logic,"Ton Chanh Le, Guolong Zheng, ThanhVu Nguyen","We introduce a new dynamic analysis technique to discover invariants in
separation logic for heap-manipulating programs. First, we use a debugger to
obtain rich program execution traces at locations of interest on sample inputs.
These traces consist of heap and stack information of variables that point to
dynamically allocated data structures. Next, we iteratively analyze separate
memory regions related to each pointer variable and search for a formula over
predefined heap predicates in separation logic to model these regions. Finally,
we combine the computed formulae into an invariant that describes the shape of
explored memory regions.
We present SLING, a tool that implements these ideas to automatically
generate invariants in separation logic at arbitrary locations in C programs,
e.g., program pre and postconditions and loop invariants. Preliminary results
on existing benchmarks show that SLING can efficiently generate correct and
useful invariants for programs that manipulate a wide variety of complex data
structures.",Programming Languages (cs.PL),,"[Submitted on 22 Mar 2019 (v1), last revised 29 Jun 2019 (this version, v2)]"
Graph Temporal Logic Inference for Classification and Identification,"Zhe Xu, Alexander J Nettekoven, A. Agung Julius, Ufuk Topcu","Inferring spatial-temporal properties from data is important for many complex
systems, such as additive manufacturing systems, swarm robotic systems and
biological networks. Such systems can often be modeled as a labeled graph where
labels on the nodes and edges represent relevant measurements such as
temperatures and distances. We introduce graph temporal logic (GTL) which can
express properties such as ""whenever a node's label is above 10, for the next 3
time units there are always at least two neighboring nodes with an edge label
of at most 2 where the node labels are above 5"". This paper is a first attempt
to infer spatial (graph) temporal logic formulas from data for classification
and identification. For classification, we infer a GTL formula that classifies
two sets of graph temporal trajectories with minimal misclassification rate.
For identification, we infer a GTL formula that is informative and is satisfied
by the graph temporal trajectories in the dataset with high probability. The
informativeness of a GTL formula is measured by the information gain with
respect to given prior knowledge represented by a prior probability
distribution. We implement the proposed approach to classify the graph patterns
of tensile specimens built from selective laser sintering (SLS) process with
varying strengths, and to identify informative spatial-temporal patterns from
experimental data of the SLS cooldown process and simulation data of a swarm of
robots.",Logic in Computer Science (cs.LO),,[Submitted on 22 Mar 2019]
Instance and Output Optimal Parallel Algorithms for Acyclic Joins,"Xiao Hu, Ke Yi","Massively parallel join algorithms have received much attention in recent
years, while most prior work has focused on worst-optimal algorithms. However,
the worst-case optimality of these join algorithms relies on hard instances
having very large output sizes, which rarely appear in practice. A stronger
notion of optimality is {\em output-optimal}, which requires an algorithm to be
optimal within the class of all instances sharing the same input and output
size. An even stronger optimality is {\em instance-optimal}, i.e., the
algorithm is optimal on every single instance, but this may not always be
achievable.
In the traditional RAM model of computation, the classical Yannakakis
algorithm is instance-optimal on any acyclic join. But in the massively
parallel computation (MPC) model, the situation becomes much more complicated.
We first show that for the class of r-hierarchical joins, instance-optimality
can still be achieved in the MPC model. Then, we give a new MPC algorithm for
an arbitrary acyclic join with load $O ({\IN \over p} + {\sqrt{\IN \cdot \OUT}
\over p})$, where $\IN,\OUT$ are the input and output sizes of the join, and
$p$ is the number of servers in the MPC model. This improves the MPC version of
the Yannakakis algorithm by an $O (\sqrt{\OUT \over \IN} )$ factor.
Furthermore, we show that this is output-optimal when $\OUT = O(p \cdot \IN)$,
for every acyclic but non-r-hierarchical join. Finally, we give the first
output-sensitive lower bound for the triangle join in the MPC model, showing
that it is inherently more difficult than acyclic joins.",Databases (cs.DB),,"[Submitted on 22 Mar 2019 (v1), last revised 28 Mar 2019 (this version, v2)]"
Pre-trained Language Model Representations for Language Generation,"Sergey Edunov, Alexei Baevski, Michael Auli","Pre-trained language model representations have been successful in a wide
range of language understanding tasks. In this paper, we examine different
strategies to integrate pre-trained representations into sequence to sequence
models and apply it to neural machine translation and abstractive
summarization. We find that pre-trained representations are most effective when
added to the encoder network which slows inference by only 14%. Our experiments
in machine translation show gains of up to 5.3 BLEU in a simulated
resource-poor setup. While returns diminish with more labeled data, we still
observe improvements when millions of sentence-pairs are available. Finally, on
abstractive summarization we achieve a new state of the art on the full text
version of CNN/DailyMail.",Computation and Language (cs.CL),,"[Submitted on 22 Mar 2019 (v1), last revised 1 Apr 2019 (this version, v2)]"
Generative Adversarial Minority Oversampling,"Sankha Subhra Mullick, Shounak Datta, Swagatam Das","Class imbalance is a long-standing problem relevant to a number of real-world
applications of deep learning. Oversampling techniques, which are effective for
handling class imbalance in classical learning systems, can not be directly
applied to end-to-end deep learning systems. We propose a three-player
adversarial game between a convex generator, a multi-class classifier network,
and a real/fake discriminator to perform oversampling in deep learning systems.
The convex generator generates new samples from the minority classes as convex
combinations of existing instances, aiming to fool both the discriminator as
well as the classifier into misclassifying the generated samples. Consequently,
the artificial samples are generated at critical locations near the peripheries
of the classes. This, in turn, adjusts the classifier induced boundaries in a
way which is more likely to reduce misclassification from the minority classes.
Extensive experiments on multiple class imbalanced image datasets establish the
efficacy of our proposal.",Computer Vision and Pattern Recognition (cs.CV),; Machine Learning (cs.LG),"[Submitted on 22 Mar 2019 (v1), last revised 26 Aug 2020 (this version, v3)]"
Time Series Imputation,"Samuel Arcadinho, Paulo Mateus","Multivariate time series is a very active topic in the research community and
many machine learning tasks are being used in order to extract information from
this type of data. However, in real-world problems data has missing values,
which may difficult the application of machine learning techniques to extract
information. In this paper we focus on the task of imputation of time series.
Many imputation methods for time series are based on regression methods.
Unfortunately, these methods perform poorly when the variables are categorical.
To address this case, we propose a new imputation method based on Expectation
Maximization over dynamic Bayesian networks. The approach is assessed with
synthetic and real data, and it outperforms several state-of-the art methods.",Machine Learning (cs.LG),; Machine Learning (stat.ML),[Submitted on 22 Mar 2019]
Regularized Learning for Domain Adaptation under Label Shifts,"Kamyar Azizzadenesheli, Anqi Liu, Fanny Yang, Animashree Anandkumar","We propose Regularized Learning under Label shifts (RLLS), a principled and a
practical domain-adaptation algorithm to correct for shifts in the label
distribution between a source and a target domain. We first estimate importance
weights using labeled source data and unlabeled target data, and then train a
classifier on the weighted source samples. We derive a generalization bound for
the classifier on the target domain which is independent of the (ambient) data
dimensions, and instead only depends on the complexity of the function class.
To the best of our knowledge, this is the first generalization bound for the
label-shift problem where the labels in the target domain are not available.
Based on this bound, we propose a regularized estimator for the small-sample
regime which accounts for the uncertainty in the estimated weights. Experiments
on the CIFAR-10 and MNIST datasets show that RLLS improves classification
accuracy, especially in the low sample and large-shift regimes, compared to
previous methods.",Machine Learning (cs.LG),; Machine Learning (stat.ML),[Submitted on 22 Mar 2019]
Ultra-Reliable and Low-Latency Communications Using Proactive Multi-cell Association,"Chun-Hung Liu, Di-Chun Liang, Kwang-Cheng Chen, Rung-Hung Gau","Attaining reliable communications traditionally relies on a closed-loop
methodology but inevitably incurs a good amount of networking latency thanks to
complicated feedback mechanism and signaling storm. Such a closed-loop
methodology thus shackles the current cellular network with a tradeoff between
high reliability and low latency. To completely avoid the latency induced by
closed-loop communications, this paper aims to study how to jointly employ
open-loop communications and multi-cell association in a heterogeneous network
(HetNet) so as to achieve ultra-reliable and low-latency communications
(URLLC). We first introduce how URLLC mobile users in a large-scale HetNet
adopt the proposed proactive multi-cell association (PMCA) scheme to form their
virtual cell that consists of multiple access points (APs) and then analyze the
communication reliability and latency performances. We show that the
communication reliability can be significantly improved by the PMCA scheme and
maximized by optimizing the densities of the users and the APs. The analyses of
the uplink and downlink delays are also accomplished, which show that extremely
low latency can be fulfilled in the virtual cell of a single user if the PMCA
scheme is adopted and the radio resources of each AP are appropriately
allocated.",Information Theory (cs.IT),,"[Submitted on 23 Mar 2019 (v1), last revised 4 Aug 2020 (this version, v4)]"
Fast LLMMSE filter for low-dose CT imaging,"Fengling Wang, Bowen Lin, Shujun Fu, Shiling Xie, Zhigang Zhao, Yuliang Li","Low-dose X-ray CT technology is one of important directions of current
research and development of medical imaging equipment. A fast algorithm of
blockwise sinogram filtering is presented for realtime low-dose CT imaging. A
nonstationary Gaussian noise model of low-dose sinogram data is proposed in the
low-mA (tube current) CT protocol. Then, according to the linear minimum mean
square error principle, an adaptive blockwise algorithm is built to filter
contaminated sinogram data caused by photon starvation. A moving sum technique
is used to speed the algorithm into a linear time one, regardless of the block
size and thedata range. The proposedfast filtering givesa better performance in
noise reduction and detail preservation in the reconstructed images,which is
verified in experiments on simulated and real data compared with some related
filtering methods.",Computer Vision and Pattern Recognition (cs.CV),,[Submitted on 23 Mar 2019]
Residual Pyramid Learning for Single-Shot Semantic Segmentation,"Xiaoyu Chen, Xiaotian Lou, Lianfa Bai, Jing Han","Pixel-level semantic segmentation is a challenging task with a huge amount of
computation, especially if the size of input is large. In the segmentation
model, apart from the feature extraction, the extra decoder structure is often
employed to recover spatial information. In this paper, we put forward a method
for single-shot segmentation in a feature residual pyramid network (RPNet),
which learns the main and residuals of segmentation by decomposing the label at
different levels of residual blocks. Specifically speaking, we use the residual
features to learn the edges and details, and the identity features to learn the
main part of targets. At testing time, the predicted residuals are used to
enhance the details of the top-level prediction. Residual learning blocks split
the network into several shallow sub-networks which facilitates the training of
the RPNet. We then evaluate the proposed method and compare it with recent
state-of-the-art methods on CamVid and Cityscapes. The proposed single-shot
segmentation based on RPNet achieves impressive results with high efficiency on
pixel-level segmentation.",Computer Vision and Pattern Recognition (cs.CV),,[Submitted on 23 Mar 2019]
Impedance control of a cable-driven SEA with mixed $H_2/H_\infty$ synthesis,"Ningbo Yu, Wulin Zou","Purpose: This paper presents an impedance control method with mixed
$H_2/H_\infty$ synthesis and relaxed passivity for a cable-driven series
elastic actuator to be applied for physical human-robot interaction.
Design/methodology/approach: To shape the system's impedance to match a
desired dynamic model, the impedance control problem was reformulated into an
impedance matching structure. The desired competing performance requirements as
well as constraints from the physical system can be characterized with
weighting functions for respective signals. Considering the frequency
properties of human movements, the passivity constraint for stable human-robot
interaction, which is required on the entire frequency spectrum and may bring
conservative solutions, has been relaxed in such a way that it only restrains
the low frequency band. Thus, impedance control became a mixed $H_2/H_\infty$
synthesis problem, and a dynamic output feedback controller can be obtained.
Findings: The proposed impedance control strategy has been tested for various
desired impedance with both simulation and experiments on the cable-driven
series elastic actuator platform. The actual interaction torque tracked well
the desired torque within the desired norm bounds, and the control input was
regulated below the motor velocity limit. The closed loop system can guarantee
relaxed passivity at low frequency. Both simulation and experimental results
have validated the feasibility and efficacy of the proposed method.
Originality/value: This impedance control strategy with mixed $H_2/H_\infty$
synthesis and relaxed passivity provides a novel, effective and less
conservative method for physical human-robot interaction control.",Robotics (cs.RO),; Systems and Control (eess.SY); Dynamical Systems (math.DS); Optimization and Control (math.OC),[Submitted on 23 Mar 2019]
Passivity guaranteed stiffness control with multiple frequency band specifications for a cable-driven series elastic actuator,"Ningbo Yu, Wulin Zou, Yubo Sun","Impedance control and specifically stiffness control are widely applied for
physical human-robot interaction. The series elastic actuator (SEA) provides
inherent compliance, safety and further benefits. This paper aims to improve
the stiffness control performance of a cable-driven SEA. Existing impedance
controllers were designed within the full frequency domain, though human-robot
interaction commonly falls in the low frequency range. We enhance the stiffness
rendering performance under formulated constraints of passivity, actuator
limitation, disturbance attenuation, noise rejection at their specific
frequency ranges. Firstly, we reformulate this multiple frequency-band
optimization problem into the $H_\infty$ synthesis framework. Then, the
performance goals are quantitatively characterized by respective restricted
frequency-domain specifications as norm bounds. Further, a structured
controller is directly synthesized to satisfy all the competing performance
requirements. Both simulation and experimental results showed that the produced
controller enabled good interaction performance for each desired stiffness
varying from 0 to 1 times of the physical spring constant. Compared with the
passivity-based PID method, the proposed $H_\infty$ synthesis method achieved
more accurate and robust stiffness control performance with guaranteed
passivity.",Robotics (cs.RO),; Systems and Control (eess.SY); Dynamical Systems (math.DS); Optimization and Control (math.OC),[Submitted on 23 Mar 2019]
Trifocal Relative Pose from Lines at Points and its Efficient Solution,"Ricardo Fabbri, Timothy Duff, Hongyi Fan, Margaret Regan, David da Costa de Pinho, Elias Tsigaridas, Charles Wampler, Jonathan Hauenstein, Benjamin Kimia, Anton Leykin, Tomas Pajdla","We present a new minimal problem for relative pose estimation mixing point
features with lines incident at points observed in three views and its
efficient homotopy continuation solver. We demonstrate the generality of the
approach by analyzing and solving an additional problem with mixed point and
line correspondences in three views. The minimal problems include
correspondences of (i) three points and one line and (ii) three points and two
lines through two of the points which is reported and analyzed here for the
first time. These are difficult to solve, as they have 216 and - as shown here
- 312 solutions, but cover important practical situations when line and point
features appear together, e.g., in urban scenes or when observing curves. We
demonstrate that even such difficult problems can be solved robustly using a
suitable homotopy continuation technique and we provide an implementation
optimized for minimal problems that can be integrated into engineering
applications. Our simulated and real experiments demonstrate our solvers in the
camera geometry computation task in structure from motion. We show that new
solvers allow for reconstructing challenging scenes where the standard two-view
initialization of structure from motion fails.",Computer Vision and Pattern Recognition (cs.CV),,"[Submitted on 23 Mar 2019 (v1), last revised 16 Apr 2019 (this version, v3)]"
PML: An Interpreter-Based Access Control Policy Language for Web Services,"Yang Luo, Qingni Shen, Zhonghai Wu","Access control is an important component for web services such as a cloud.
Current clouds tend to design the access control mechanism together with the
policy language on their own. It leads to two issues: (i) a cloud user has to
learn different policy languages to use multiple clouds, and (ii) a cloud
service provider has to customize an authorization mechanism based on its
business requirement, which brings high development cost. In this work, a new
access control policy language called PERM modeling language (PML) is proposed
to express various access control models such as access control list (ACL),
role-based access control (RBAC) and attribute-based access control (ABAC),
etc. PML's enforcement mechanism is designed in an interpreter-on-interpreter
manner, which not only secures the authorization code with sandboxing, but also
extends PML to all programming languages that support Lua. PML is already
adopted by real-world projects such as Intel's RMD, VMware's Dispatch, Orange's
Gobis and so on, which proves PML's usability. The performance evaluation on
OpenStack, CloudStack and Amazon Web Services (AWS) shows PML's enforcement
overhead per request is under 5.9us.",Cryptography and Security (cs.CR),,[Submitted on 23 Mar 2019]
Joint Active User Detection and Channel Estimation in Massive Access Systems Exploiting Reed-Muller Sequences,"Jue Wang, Zhaoyang Zhang, Lajos Hanzo","The requirements to support massive connectivity and low latency in massive
Machine Type Communications (mMTC) bring a huge challenge in the design of its
random access (RA) procedure, which usually calls for efficient joint active
user detection and channel estimation. In this paper, we exploit the vast
sequence space and the beneficial nested structure of the length-$2^m$
second-order Reed-Muller (RM) sequences for designing an efficient RA scheme,
which is capable of reliably detecting multiple active users from the set of
unknown potential users with a size as large as $2^{m(m-1)/2}$, whilst
simultaneously estimating their channel state information as well. Explicitly,
at the transmitter each user is mapped to a specially designed RM sequence,
which facilitates reliable joint sequence detection and channel estimation
based on a single transmission event. To elaborate, as a first step, at the
receiver we exploit the elegant nested structure of the RM sequences using a
layer-by-layer RM detection algorithm for the single-user (single-sequence)
scenario. Then an iterative RM detection and channel estimation algorithm is
conceived for the multi-user (multi-sequence) scenario. As a benefit of the
information exchange between the RM sequence detector and channel estimator, a
compelling performance vs. complexity trade-off is struck, as evidenced both by
our analytical and numerical results.",Information Theory (cs.IT),,[Submitted on 23 Mar 2019]
Photorealistic Style Transfer via Wavelet Transforms,"Jaejun Yoo, Youngjung Uh, Sanghyuk Chun, Byeongkyu Kang, Jung-Woo Ha","Recent style transfer models have provided promising artistic results.
However, given a photograph as a reference style, existing methods are limited
by spatial distortions or unrealistic artifacts, which should not happen in
real photographs. We introduce a theoretically sound correction to the network
architecture that remarkably enhances photorealism and faithfully transfers the
style. The key ingredient of our method is wavelet transforms that naturally
fits in deep networks. We propose a wavelet corrected transfer based on
whitening and coloring transforms (WCT$^2$) that allows features to preserve
their structural information and statistical properties of VGG feature space
during stylization. This is the first and the only end-to-end model that can
stylize a $1024\times1024$ resolution image in 4.7 seconds, giving a pleasing
and photorealistic quality without any post-processing. Last but not least, our
model provides a stable video stylization without temporal constraints. Our
code, generated images, and pre-trained models are all available at
this https URL.",Computer Vision and Pattern Recognition (cs.CV),,"[Submitted on 23 Mar 2019 (v1), last revised 29 Sep 2019 (this version, v2)]"
Scene Understanding for Autonomous Manipulation with Deep Learning,Anh Nguyen,"Over the past few years, deep learning techniques have achieved tremendous
success in many visual understanding tasks such as object detection, image
segmentation, and caption generation. Despite this thriving in computer vision
and natural language processing, deep learning has not yet shown significant
impact in robotics. Due to the gap between theory and application, there are
many challenges when applying the results of deep learning to the real robotic
systems. In this study, our long-term goal is to bridge the gap between
computer vision and robotics by developing visual methods that can be used in
real robots. In particular, this work tackles two fundamental visual problems
for autonomous robotic manipulation: affordance detection and fine-grained
action understanding. Theoretically, we propose different deep architectures to
further improves the state of the art in each problem. Empirically, we show
that the outcomes of our proposed methods can be applied in real robots and
allow them to perform useful manipulation tasks.",Computer Vision and Pattern Recognition (cs.CV),; Robotics (cs.RO),[Submitted on 23 Mar 2019]
TTR-Based Reward for Reinforcement Learning with Implicit Model Priors,"Xubo Lyu, Mo Chen","Model-free reinforcement learning (RL) is a powerful approach for learning
control policies directly from high-dimensional state and observation. However,
it tends to be data-inefficient, which is especially costly in robotic learning
tasks. On the other hand, optimal control does not require data if the system
model is known, but cannot scale to models with high-dimensional states and
observations. To exploit benefits of both model-free RL and optimal control, we
propose time-to-reach-based (TTR-based) reward shaping, an optimal
control-inspired technique to alleviate data inefficiency while retaining
advantages of model-free RL. This is achieved by summarizing key system model
information using a TTR function to greatly speed up the RL process, as shown
in our simulation results. The TTR function is defined as the minimum time
required to move from any state to the goal under assumed system dynamics
constraints. Since the TTR function is computationally intractable for systems
with high-dimensional states, we compute it for approximate, lower-dimensional
system models that still captures key dynamic behaviors. Our approach can be
flexibly and easily incorporated into any model-free RL algorithm without
altering the original algorithm structure, and is compatible with any other
techniques that may facilitate the RL process. We evaluate our approach on two
representative robotic learning tasks and three well-known model-free RL
algorithms, and show significant improvements in data efficiency and
performance.",Robotics (cs.RO),,"[Submitted on 23 Mar 2019 (v1), last revised 13 Oct 2020 (this version, v3)]"
Fast Underwater Image Enhancement for Improved Visual Perception,"Md Jahidul Islam, Youya Xia, Junaed Sattar","In this paper, we present a conditional generative adversarial network-based
model for real-time underwater image enhancement. To supervise the adversarial
training, we formulate an objective function that evaluates the perceptual
image quality based on its global content, color, local texture, and style
information. We also present EUVP, a large-scale dataset of a paired and
unpaired collection of underwater images (of `poor' and `good' quality) that
are captured using seven different cameras over various visibility conditions
during oceanic explorations and human-robot collaborative experiments. In
addition, we perform several qualitative and quantitative evaluations which
suggest that the proposed model can learn to enhance underwater image quality
from both paired and unpaired training. More importantly, the enhanced images
provide improved performances of standard models for underwater object
detection, human pose estimation, and saliency prediction. These results
validate that it is suitable for real-time preprocessing in the autonomy
pipeline by visually-guided underwater robots. The model and associated
training pipelines are available at this https URL.",Computer Vision and Pattern Recognition (cs.CV),,"[Submitted on 23 Mar 2019 (v1), last revised 9 Feb 2020 (this version, v3)]"
