title,author,abstractstract,main_subject,other_subjects,submission_date
Robot mirroring: A framework for self-tracking feedback through empathy with an artificial agent representing the self,"Monica Perusquía-Hernández, David Antonio Gómez Jáuregui, Marisabel Cuberos-Balda, Diego Paez-Granados","Current technologies have enabled us to track and quantify our physical state
and behavior. Self-tracking aims to achieve increased awareness to decrease
undesired behaviors and lead to a healthier lifestyle. However, inappropriately
communicated self-tracking results might cause the opposite effect. In this
work, we propose a subtle self-tracking feedback by mirroring the self's state
into an artificial agent. By eliciting empathy towards the artificial agent and
fostering helping behaviors, users would help themselves as well. Finally, we
reflected on the implications of this design framework, and the methodology to
design and implement it. A series of interviews to expert designers pointed out
to the importance of having multidisciplinary teams working in parallel.
Moreover, an agile methodology with a sprint zero for the initial design, and
shifted user research, design, and implementation sprints were proposed.
Similar systems with data flow and hardware dependencies would also benefit
from the proposed agile design process.",Human-Computer Interaction (cs.HC),,[Submitted on 20 Mar 2019]
Accurate 3D Face Reconstruction with Weakly-Supervised Learning: From Single Image to Image Set,"Yu Deng, Jiaolong Yang, Sicheng Xu, Dong Chen, Yunde Jia, Xin Tong","Recently, deep learning based 3D face reconstruction methods have shown
promising results in both quality and efficiency.However, training deep neural
networks typically requires a large volume of data, whereas face images with
ground-truth 3D face shapes are scarce. In this paper, we propose a novel deep
3D face reconstruction approach that 1) leverages a robust, hybrid loss
function for weakly-supervised learning which takes into account both low-level
and perception-level information for supervision, and 2) performs multi-image
face reconstruction by exploiting complementary information from different
images for shape aggregation. Our method is fast, accurate, and robust to
occlusion and large pose. We provide comprehensive experiments on three
datasets, systematically comparing our method with fifteen recent methods and
demonstrating its state-of-the-art performance.",Computer Vision and Pattern Recognition (cs.CV),,"[Submitted on 20 Mar 2019 (v1), last revised 9 Apr 2020 (this version, v2)]"
Prioritized Process Test: An Alternative to Current Process Testing Strategies,"Miroslav Bures, Bestoun S. Ahmed, Kamal Z. Zamli","Testing processes and workflows in information and Internet of Things systems
is a major part of the typical software testing effort. Consistent and
efficient path-based test cases are desired to support these tests. Because
certain parts of software system workflows have a higher business priority than
others, this fact has to be involved in the generation of test cases. In this
paper, we propose a Prioritized Process Test (PPT), which is a model-based test
case generation algorithm that represents an alternative to currently
established algorithms that use directed graphs and test requirements to model
the system under test. The PPT accepts a directed multigraph as a model to
express priorities, and edge weights are used instead of test requirements. To
determine the test-coverage level of test cases, a test-depth-level concept is
used. We compared the presented PPT with five alternatives (i.e., the Process
Cycle Test, a naive reduction of test set created by the Process Cycle Test,
Brute Force algorithm, Set-covering Based Solution and Matching-based Prefix
Graph Solution) for edge coverage and edge-pair coverage. To assess the
optimality of the path-based test cases produced by these strategies, we used
fourteen metrics based on the properties of these test cases and 59 models that
were created for three real-world systems. For all edge coverage, the PPT
produced more optimal test cases than the alternatives in terms of the majority
of the metrics. For edge-pair coverage, the PPT strategy yielded similar
results to those of the alternatives. Thus, the PPT strategy is an applicable
alternative, as it reflects both the required test coverage level and the
business priority in parallel.",Software Engineering (cs.SE),,[Submitted on 20 Mar 2019]
Segmentation-Based Deep-Learning Approach for Surface-Defect Detection,"Domen Tabernik, Samo Šela, Jure Skvarč, Danijel Skočaj","Automated surface-anomaly detection using machine learning has become an
interesting and promising area of research, with a very high and direct impact
on the application domain of visual inspection. Deep-learning methods have
become the most suitable approaches for this task. They allow the inspection
system to learn to detect the surface anomaly by simply showing it a number of
exemplar images. This paper presents a segmentation-based deep-learning
architecture that is designed for the detection and segmentation of surface
anomalies and is demonstrated on a specific domain of surface-crack detection.
The design of the architecture enables the model to be trained using a small
number of samples, which is an important requirement for practical
applications. The proposed model is compared with the related deep-learning
methods, including the state-of-the-art commercial software, showing that the
proposed approach outperforms the related methods on the specific domain of
surface-crack detection. The large number of experiments also shed light on the
required precision of the annotation, the number of required training samples
and on the required computational cost. Experiments are performed on a newly
created dataset based on a real-world quality control case and demonstrates
that the proposed approach is able to learn on a small number of defected
surfaces, using only approximately 25-30 defective training samples, instead of
hundreds or thousands, which is usually the case in deep-learning applications.
This makes the deep-learning method practical for use in industry where the
number of available defective samples is limited. The dataset is also made
publicly available to encourage the development and evaluation of new methods
for surface-defect detection.",Computer Vision and Pattern Recognition (cs.CV),,"[Submitted on 20 Mar 2019 (v1), last revised 11 Jun 2019 (this version, v3)]"
Learning Gentle Object Manipulation with Curiosity-Driven Deep Reinforcement Learning,"Sandy H. Huang, Martina Zambelli, Jackie Kay, Murilo F. Martins, Yuval Tassa, Patrick M. Pilarski, Raia Hadsell","Robots must know how to be gentle when they need to interact with fragile
objects, or when the robot itself is prone to wear and tear. We propose an
approach that enables deep reinforcement learning to train policies that are
gentle, both during exploration and task execution. In a reward-based learning
environment, a natural approach involves augmenting the (task) reward with a
penalty for non-gentleness, which can be defined as excessive impact force.
However, augmenting with only this penalty impairs learning: policies get stuck
in a local optimum which avoids all contact with the environment. Prior
research has shown that combining auxiliary tasks or intrinsic rewards can be
beneficial for stabilizing and accelerating learning in sparse-reward domains,
and indeed we find that introducing a surprise-based intrinsic reward does
avoid the no-contact failure case. However, we show that a simple
dynamics-based surprise is not as effective as penalty-based surprise.
Penalty-based surprise, based on predicting forceful contacts, has a further
benefit: it encourages exploration which is contact-rich yet gentle. We
demonstrate the effectiveness of the approach using a complex, tendon-powered
robot hand with tactile sensors. Videos are available at
this http URL.",Robotics (cs.RO),,[Submitted on 20 Mar 2019]
Optimizing thermodynamic trajectories using evolutionary reinforcement learning,"Chris Beeler, Uladzimir Yahorau, Rory Coles, Kyle Mills, Stephen Whitelam, Isaac Tamblyn","Using a model heat engine we show that neural network-based reinforcement
learning can identify thermodynamic trajectories of maximal efficiency. We use
an evolutionary learning algorithm to evolve a population of neural networks,
subject to a directive to maximize the efficiency of a trajectory composed of a
set of elementary thermodynamic processes; the resulting networks learn to
carry out the maximally-efficient Carnot, Stirling, or Otto cycles. Given
additional irreversible processes this evolutionary scheme learns a hitherto
unknown thermodynamic cycle. Our results show how the reinforcement learning
strategies developed for game playing can be applied to solve physical problems
conditioned upon path-extensive order parameters.",Neural and Evolutionary Computing (cs.NE),; Statistical Mechanics (cond-mat.stat-mech); Machine Learning (cs.LG); Computational Physics (physics.comp-ph),[Submitted on 20 Mar 2019]
Learning Convolutional Transforms for Lossy Point Cloud Geometry Compression,"Maurice Quach, Giuseppe Valenzise, Frederic Dufaux","Efficient point cloud compression is fundamental to enable the deployment of
virtual and mixed reality applications, since the number of points to code can
range in the order of millions. In this paper, we present a novel data-driven
geometry compression method for static point clouds based on learned
convolutional transforms and uniform quantization. We perform joint
optimization of both rate and distortion using a trade-off parameter. In
addition, we cast the decoding process as a binary classification of the point
cloud occupancy map. Our method outperforms the MPEG reference solution in
terms of rate-distortion on the Microsoft Voxelized Upper Bodies dataset with
51.5% BDBR savings on average. Moreover, while octree-based methods face
exponential diminution of the number of points at low bitrates, our method
still produces high resolution outputs even at low bitrates. Code and
supplementary material are available at
this https URL .",Computer Vision and Pattern Recognition (cs.CV),; Machine Learning (cs.LG); Image and Video Processing (eess.IV); Machine Learning (stat.ML),"[Submitted on 20 Mar 2019 (v1), last revised 22 May 2019 (this version, v2)]"
OCGAN: One-class Novelty Detection Using GANs with Constrained Latent Representations,"Pramuditha Perera, Ramesh Nallapati, Bing Xiang","We present a novel model called OCGAN for the classical problem of one-class
novelty detection, where, given a set of examples from a particular class, the
goal is to determine if a query example is from the same class. Our solution is
based on learning latent representations of in-class examples using a denoising
auto-encoder network. The key contribution of our work is our proposal to
explicitly constrain the latent space to exclusively represent the given class.
In order to accomplish this goal, firstly, we force the latent space to have
bounded support by introducing a tanh activation in the encoder's output layer.
Secondly, using a discriminator in the latent space that is trained
adversarially, we ensure that encoded representations of in-class examples
resemble uniform random samples drawn from the same bounded space. Thirdly,
using a second adversarial discriminator in the input space, we ensure all
randomly drawn latent samples generate examples that look real. Finally, we
introduce a gradient-descent based sampling technique that explores points in
the latent space that generate potential out-of-class examples, which are fed
back to the network to further train it to generate in-class examples from
those points. The effectiveness of the proposed method is measured across four
publicly available datasets using two one-class novelty detection protocols
where we achieve state-of-the-art results.",Computer Vision and Pattern Recognition (cs.CV),,[Submitted on 20 Mar 2019]
Single Image Deraining: A Comprehensive Benchmark Analysis,"Siyuan Li, Iago Breno Araujo, Wenqi Ren, Zhangyang Wang, Eric K. Tokuda, Roberto Hirata Junior, Roberto Cesar-Junior, Jiawan Zhang, Xiaojie Guo, Xiaochun Cao","We present a comprehensive study and evaluation of existing single image
deraining algorithms, using a new large-scale benchmark consisting of both
synthetic and real-world rainy images.This dataset highlights diverse data
sources and image contents, and is divided into three subsets (rain streak,
rain drop, rain and mist), each serving different training or evaluation
purposes. We further provide a rich variety of criteria for dehazing algorithm
evaluation, ranging from full-reference metrics, to no-reference metrics, to
subjective evaluation and the novel task-driven evaluation. Experiments on the
dataset shed light on the comparisons and limitations of state-of-the-art
deraining algorithms, and suggest promising future directions.",Computer Vision and Pattern Recognition (cs.CV),,[Submitted on 20 Mar 2019]
"Sequential Optimization of Speed, Thermal Load, and Power Split in Connected HEVs","Mohammad Reza Amini, Xun Gong, Yiheng Feng, Hao Wang, Ilya Kolmanovsky, Jing Sun","The emergence of connected and automated vehicles (CAVs) provides an
unprecedented opportunity to capitalize on these technologies well beyond their
original designed intents. While abundant evidence has been accumulated showing
substantial fuel economy improvement benefits achieved through advanced
powertrain control, the implications of the CAV operation on power and thermal
management have not been fully investigated. In this paper, in order to explore
the opportunities for the coordination between the onboard thermal management
and the power split control, we present a sequential optimization solution for
eco-driving speed trajectory planning, air conditioning (A/C) thermal load
planning (eco-cooling), and powertrain control in hybrid electric CAVs to
evaluate the individual as well as the collective energy savings through
proactive usage of traffic data for vehicle speed prediction. Simulation
results over a real-world driving cycle show that compared to a baseline
non-CAV, 11.9%, 14.2%, and 18.8% energy savings can be accumulated sequentially
through speed, thermal load, and power split optimizations, respectively.",Systems and Control (eess.SY),; Optimization and Control (math.OC),[Submitted on 20 Mar 2019]
Joint Data compression and Computation offloading in Hierarchical Fog-Cloud Systems,"Ti Ti Nguyen, Vu Nguyen Ha, Long Bao Le, Robert Schober","Data compression has the potential to significantly improve the computation
offloading performance in hierarchical fog-cloud systems. However, it remains
unknown how to optimally determine the compression ratio jointly with the
computation offloading decisions and the resource allocation. This joint
optimization problem is studied in the current paper where we aim to minimize
the maximum weighted energy and service delay cost (WEDC) of all users. First,
we consider a scenario where data compression is performed only at the mobile
users. We prove that the optimal offloading decisions have a threshold
structure. Moreover, a novel three-step approach employing convexification
techniques is developed to optimize the compression ratios and the resource
allocation. Then, we address the more general design where data compression is
performed at both the mobile users and the fog server. We propose three
efficient algorithms to overcome the strong coupling between the offloading
decisions and resource allocation. We show that the proposed optimal algorithm
for data compression at only the mobile users can reduce the WEDC by a few
hundred percent compared to computation offloading strategies that do not
leverage data compression or use sub-optimal optimization approaches. Besides,
the proposed algorithms for additional data compression at the fog server can
further reduce the WEDC.",Information Theory (cs.IT),; Optimization and Control (math.OC),"[Submitted on 17 Mar 2019 (v1), last revised 20 Jul 2019 (this version, v3)]"
Rapid Convergence of the Unadjusted Langevin Algorithm: Isoperimetry Suffices,"Santosh S. Vempala, Andre Wibisono","We study the Unadjusted Langevin Algorithm (ULA) for sampling from a
probability distribution $\nu = e^{-f}$ on $\mathbb{R}^n$. We prove a
convergence guarantee in Kullback-Leibler (KL) divergence assuming $\nu$
satisfies a log-Sobolev inequality and the Hessian of $f$ is bounded. Notably,
we do not assume convexity or bounds on higher derivatives. We also prove
convergence guarantees in Rényi divergence of order $q > 1$ assuming the
limit of ULA satisfies either the log-Sobolev or Poincaré inequality.",Data Structures and Algorithms (cs.DS),; Machine Learning (cs.LG); Probability (math.PR); Machine Learning (stat.ML),"[Submitted on 20 Mar 2019 (v1), last revised 19 Aug 2019 (this version, v3)]"
Identifying Maximal Non-Redundant Integer Cone Generators,"Slobodan Mitrović, Ruzica Piskac, Viktor Kunčak","A non-redundant integer cone generator (NICG) of dimension $d$ is a set $S$
of vectors from $\{0,1\}^d$ whose vector sum cannot be generated as a positive
integer linear combination of a proper subset of $S$. The largest possible
cardinality of NICG of a dimension $d$, denoted by $N(d)$, provides an upper
bound on the sparsity of systems of integer equations with a large number of
integer variables. A better estimate of $N(d)$ means that we can consider
smaller sub-systems of integer equations when solving systems with many integer
variables. Furthermore, given that we can reduce constraints on set algebra
expressions to constraints on cardinalities of Venn regions, tighter upper
bound on $N(d)$ yields a more efficient decision procedure for a logic of sets
with cardinality constraints (BAPA), which has been applied in software
verification. Previous attempts to compute $N(d)$ using SAT solvers have not
succeeded even for $d=3$. The only known values were computed manually:
$N(d)=d$ for $d < 4$ and $N(4) > 4$. We provide the first exact values for $d >
3$, namely, $N(4)=5$, $N(5)=7$, and $N(6)=9$, which is a significant
improvement of the known asymptotic bound (which would give only e.g. $N(6) \le
29$, making a decision procedure impractical for $d=6$). We also give lower
bounds for $N(7)$, $N(8)$, $N(9)$, and $N(10)$, which are: $11$, $13$, $14$,
and $16$, respectively. We describe increasingly sophisticated specialized
search algorithms that we used to explore the space of non-redundant generators
and obtain these results.",Logic in Computer Science (cs.LO),,[Submitted on 20 Mar 2019]
Reachability in Vector Addition Systems is Primitive-Recursive in Fixed Dimension,"Jérôme Leroux, Sylvain Schmitz","The reachability problem in vector addition systems is a central question,
not only for the static verification of these systems, but also for many
inter-reducible decision problems occurring in various fields. The currently
best known upper bound on this problem is not primitive-recursive, even when
considering systems of fixed dimension. We provide significant refinements to
the classical decomposition algorithm of Mayr, Kosaraju, and Lambert and to its
termination proof, which yield an ACKERMANN upper bound in the general case,
and primitive-recursive upper bounds in fixed dimension. While this does not
match the currently best known TOWER lower bound for reachability, it is
optimal for related problems.",Logic in Computer Science (cs.LO),,[Submitted on 20 Mar 2019]
Deep Learning for the Degraded Broadcast Channel,"Erik Stauffer, Andy Wang, Nihar Jindal","Machine learning has shown promising results for communications system
problems. We present results on the use of deep auto-encoders in order to learn
a transceiver for the multiuser degraded broadcast channel, and see that the
auto encoder is able to learn to communicate on this channel using
superposition coding. Additionally, the deep neural net is able to determine a
bit labeling and optimize the per user power allocation that depends on the per
user SNR.",Information Theory (cs.IT),,[Submitted on 18 Mar 2019]
Data Augmentation for Leaf Segmentation and Counting Tasks in Rosette Plants,"Dmitry Kuznichov, Alon Zvirin, Yaron Honen, Ron Kimmel","Deep learning techniques involving image processing and data analysis are
constantly evolving. Many domains adapt these techniques for object
segmentation, instantiation and classification. Recently, agricultural
industries adopted those techniques in order to bring automation to farmers
around the globe. One analysis procedure required for automatic visual
inspection in this domain is leaf count and segmentation. Collecting labeled
data from field crops and greenhouses is a complicated task due to the large
variety of crops, growth seasons, climate changes, phenotype diversity, and
more, especially when specific learning tasks require a large amount of labeled
data for training. Data augmentation for training deep neural networks is well
established, examples include data synthesis, using generative semi-synthetic
models, and applying various kinds of transformations. In this paper we propose
a method that preserves the geometric structure of the data objects, thus
keeping the physical appearance of the data-set as close as possible to imaged
plants in real agricultural scenes. The proposed method provides state of the
art results when applied to the standard benchmark in the field, namely, the
ongoing Leaf Segmentation Challenge hosted by Computer Vision Problems in Plant
Phenotyping.",Computer Vision and Pattern Recognition (cs.CV),; Machine Learning (cs.LG),[Submitted on 20 Mar 2019]
Reliability Maximization in Uncertain Graphs,"Xiangyu Ke, Arijit Khan, Mohammad Al Hasan, Rojin Rezvansangsari","Network reliability measures the probability that a target node is reachable
from a source node in an uncertain graph, i.e., a graph where every edge is
associated with a probability of existence. In this paper, we investigate the
novel and fundamental problem of adding a small number of edges in the
uncertain network for maximizing the reliability between a given pair of nodes.
We study the NP-hardness and the approximation hardness of our problem, and
design effective, scalable solutions. Furthermore, we consider extended
versions of our problem (e.g., multiple source and target nodes can be provided
as input) to support and demonstrate a wider family of queries and
applications, including sensor network reliability maximization and social
influence maximization. Experimental results validate the effectiveness and
efficiency of the proposed algorithms.",Databases (cs.DB),,"[Submitted on 20 Mar 2019 (v1), last revised 25 May 2020 (this version, v4)]"
A Polynomial-time Solution for Robust Registration with Extreme Outlier Rates,"Heng Yang, Luca Carlone","We propose a robust approach for the registration of two sets of 3D points in
the presence of a large amount of outliers. Our first contribution is to
reformulate the registration problem using a Truncated Least Squares (TLS) cost
that makes the estimation insensitive to a large fraction of spurious
point-to-point correspondences. The second contribution is a general framework
to decouple rotation, translation, and scale estimation, which allows solving
in cascade for the three transformations. Since each subproblem (scale,
rotation, and translation estimation) is still non-convex and combinatorial in
nature, out third contribution is to show that (i) TLS scale and
(component-wise) translation estimation can be solved exactly and in polynomial
time via an adaptive voting scheme, (ii) TLS rotation estimation can be relaxed
to a semidefinite program and the relaxation is tight in practice, even in the
presence of an extreme amount of outliers. We validate the proposed algorithm,
named TEASER (Truncated least squares Estimation And SEmidefinite Relaxation),
in standard registration benchmarks showing that the algorithm outperforms
RANSAC and robust local optimization techniques, and favorably compares with
Branch-and-Bound methods, while being a polynomial-time algorithm. TEASER can
tolerate up to 99% outliers and returns highly-accurate solutions.",Robotics (cs.RO),; Computer Vision and Pattern Recognition (cs.CV),"[Submitted on 20 Mar 2019 (v1), last revised 30 Jun 2019 (this version, v2)]"
DC-SPP-YOLO: Dense Connection and Spatial Pyramid Pooling Based YOLO for Object Detection,"Zhanchao Huang, Jianlin Wang","Although YOLOv2 approach is extremely fast on object detection; its backbone
network has the low ability on feature extraction and fails to make full use of
multi-scale local region features, which restricts the improvement of object
detection accuracy. Therefore, this paper proposed a DC-SPP-YOLO (Dense
Connection and Spatial Pyramid Pooling Based YOLO) approach for ameliorating
the object detection accuracy of YOLOv2. Specifically, the dense connection of
convolution layers is employed in the backbone network of YOLOv2 to strengthen
the feature extraction and alleviate the vanishing-gradient problem. Moreover,
an improved spatial pyramid pooling is introduced to pool and concatenate the
multi-scale local region features, so that the network can learn the object
features more comprehensively. The DC-SPP-YOLO model is established and trained
based on a new loss function composed of mean square error and cross entropy,
and the object detection is realized. Experiments demonstrate that the mAP
(mean Average Precision) of DC-SPP-YOLO proposed on PASCAL VOC datasets and
UA-DETRAC datasets is higher than that of YOLOv2; the object detection accuracy
of DC-SPP-YOLO is superior to YOLOv2 by strengthening feature extraction and
using the multi-scale local region features.",Computer Vision and Pattern Recognition (cs.CV),,[Submitted on 20 Mar 2019]
EHAAS: Energy Harvesters As A Sensor for Place Recognition on Wearables,"Yoshinori Umetsu, Yugo Nakamura, Yutaka Arakawa, Manato Fujimoto, Hirohiko Suwa","A wearable based long-term lifelogging system is desirable for the purpose of
reviewing and improving users' lifestyle habits. Energy harvesting (EH) is a
promising means for realizing sustainable lifelogging. However, present EH
technologies suffer from instability of the generated electricity caused by
changes of environment, e.g., the output of a solar cell varies based on its
material, light intensity, and light wavelength. In this paper, we leverage
this instability of EH technologies for other purposes, in addition to its use
as an energy source. Specifically, we propose to determine the variation of
generated electricity as a sensor for recognizing ""places"" where the user
visits, which is important information in the lifelogging system. First, we
investigate the amount of generated electricity of selected energy harvesting
elements in various environments. Second, we design a system called EHAAS
(Energy Harvesters As A Sensor) where energy harvesting elements are used as a
sensor. With EHAAS, we propose a place recognition method based on
machine-learning and implement a prototype wearable system. Our prototype
evaluation confirms that EHAAS achieves a place recognition accuracy of 88.5%
F-value for nine different indoor and outdoor places. This result is better
than the results of existing sensors (3-axis accelerometer and brightness). We
also clarify that only two types of solar cells are required for recognizing a
place with 86.2% accuracy.",Human-Computer Interaction (cs.HC),,[Submitted on 20 Mar 2019]
A Graph-structured Dataset for Wikipedia Research,"Nicolas Aspert, Volodymyr Miz, Benjamin Ricaud, Pierre Vandergheynst","Wikipedia is a rich and invaluable source of information. Its central place
on the Web makes it a particularly interesting object of study for scientists.
Researchers from different domains used various complex datasets related to
Wikipedia to study language, social behavior, knowledge organization, and
network theory. While being a scientific treasure, the large size of the
dataset hinders pre-processing and may be a challenging obstacle for potential
new studies. This issue is particularly acute in scientific domains where
researchers may not be technically and data processing savvy. On one hand, the
size of Wikipedia dumps is large. It makes the parsing and extraction of
relevant information cumbersome. On the other hand, the API is straightforward
to use but restricted to a relatively small number of requests. The middle
ground is at the mesoscopic scale when researchers need a subset of Wikipedia
ranging from thousands to hundreds of thousands of pages but there exists no
efficient solution at this scale.
In this work, we propose an efficient data structure to make requests and
access subnetworks of Wikipedia pages and categories. We provide convenient
tools for accessing and filtering viewership statistics or ""pagecounts"" of
Wikipedia web pages. The dataset organization leverages principles of graph
databases that allows rapid and intuitive access to subgraphs of Wikipedia
articles and categories. The dataset and deployment guidelines are available on
the LTS2 website \url{this https URL}.",Information Retrieval (cs.IR),; Machine Learning (cs.LG); Social and Information Networks (cs.SI),[Submitted on 20 Mar 2019]
"LMI Properties and Applications in Systems, Stability, and Control Theory","Ryan James Caverly, James Richard Forbes","The purpose of this document is to collect and organize properties, tricks,
and applications related to linear matrix inequalities (LMIs) from a number of
references together in a single document. Proofs of the properties presented in
this document are not included when they can be found in the cited references
in the interest of brevity. Illustrative examples are included whenever
necessary to fully explain a certain property. Multiple equivalent forms of
LMIs are often presented to give the reader a choice of which form may be best
suited for a particular problem at hand. The equivalency of some of the LMIs in
this document may be straightforward to more experienced readers, but the
authors believe that some readers may benefit from the presentation of multiple
equivalent LMIs.",Systems and Control (eess.SY),; Optimization and Control (math.OC),"[Submitted on 20 Mar 2019 (v1), last revised 12 Jun 2019 (this version, v2)]"
Contextual Bandits with Random Projection,Xiaotian Yu,"Contextual bandits with linear payoffs, which are also known as linear
bandits, provide a powerful alternative for solving practical problems of
sequential decisions, e.g., online advertisements. In the era of big data,
contextual data usually tend to be high-dimensional, which leads to new
challenges for traditional linear bandits mostly designed for the setting of
low-dimensional contextual data. Due to the curse of dimensionality, there are
two challenges in most of the current bandit algorithms: the first is high
time-complexity; and the second is extreme large upper regret bounds with
high-dimensional data. In this paper, in order to attack the above two
challenges effectively, we develop an algorithm of Contextual Bandits via
RAndom Projection (\texttt{CBRAP}) in the setting of linear payoffs, which
works especially for high-dimensional contextual data. The proposed
\texttt{CBRAP} algorithm is time-efficient and flexible, because it enables
players to choose an arm in a low-dimensional space, and relaxes the sparsity
assumption of constant number of non-zero components in previous work. Besides,
we provide a linear upper regret bound for the proposed algorithm, which is
associated with reduced dimensions.",Machine Learning (cs.LG),; Machine Learning (stat.ML),[Submitted on 20 Mar 2019]
Almost Tight Lower Bounds for Hard Cutting Problems in Embedded Graphs,"Vincent Cohen-Addad, Éric Colin de Verdière, Daniel Marx, Arnaud de Mesmay","We prove essentially tight lower bounds, conditionally to the Exponential
Time Hypothesis, for two fundamental but seemingly very different cutting
problems on surface-embedded graphs: the Shortest Cut Graph problem and the
Multiway Cut problem. A cut graph of a graph $G$ embedded on a surface $S$ is a
subgraph of $G$ whose removal from $S$ leaves a disk. We consider the problem
of deciding whether an unweighted graph embedded on a surface of genus $g$ has
a cut graph of length at most a given value. We prove a time lower bound for
this problem of $n^{\Omega(g/\log g)}$ conditionally to ETH. In other words,
the first $n^{O(g)}$-time algorithm by Erickson and Har-Peled [SoCG 2002,
Discr.\ Comput.\ Geom.\ 2004] is essentially optimal. We also prove that the
problem is W[1]-hard when parameterized by the genus, answering a 17-year old
question of these authors. A multiway cut of an undirected graph $G$ with $t$
distinguished vertices, called terminals, is a set of edges whose removal
disconnects all pairs of terminals. We consider the problem of deciding whether
an unweighted graph $G$ has a multiway cut of weight at most a given value. We
prove a time lower bound for this problem of $n^{\Omega(\sqrt{gt +
g^2+t}/\log(g+t))}$, conditionally to ETH, for any choice of the genus $g\ge0$
of the graph and the number of terminals $t\ge4$. In other words, the algorithm
by the second author [Algorithmica 2017] (for the more general multicut
problem) is essentially optimal; this extends the lower bound by the third
author [ICALP 2012] (for the planar case). Reductions to planar problems
usually involve a grid-like structure. The main novel idea for our results is
to understand what structures instead of grids are needed if we want to exploit
optimally a certain value $g$ of the genus.",Computational Complexity (cs.CC),; Computational Geometry (cs.CG); Data Structures and Algorithms (cs.DS),"[Submitted on 20 Mar 2019 (v1), last revised 29 Oct 2019 (this version, v2)]"
Iterated Extended Kalman Smoother-based Variable Splitting for $L_1$-Regularized State Estimation,"Rui Gao, Filip Tronarp, Simo Särkkä","In this paper, we propose a new framework for solving state estimation
problems with an additional sparsity-promoting $L_1$-regularizer term. We first
formulate such problems as minimization of the sum of linear or nonlinear
quadratic error terms and an extra regularizer, and then present novel
algorithms which solve the linear and nonlinear cases. The methods are based on
a combination of the iterated extended Kalman smoother and variable splitting
techniques such as alternating direction method of multipliers (ADMM). We
present a general algorithmic framework for variable splitting methods, where
the iterative steps involving minimization of the nonlinear quadratic terms can
be computed efficiently by iterated smoothing. Due to the use of state
estimation algorithms, the proposed framework has a low per-iteration time
complexity, which makes it suitable for solving a large-scale or
high-dimensional state estimation problem. We also provide convergence results
for the proposed algorithms. The experiments show the promising performance and
speed-ups provided by the methods.",Information Theory (cs.IT),; Methodology (stat.ME),"[Submitted on 20 Mar 2019 (v1), last revised 2 Aug 2019 (this version, v3)]"
Single-step Options for Adversary Driving,"Nazmus Sakib, Hengshuai Yao, Hong Zhang, Shangling Jui","In this paper, we use reinforcement learning for safety driving in adversary
settings. In our work, the knowledge in state-of-art planning methods is reused
by single-step options whose action suggestions are compared in parallel with
primitive actions. We show two advantages by doing so. First, training this
reinforcement learning agent is easier and faster than training the
primitive-action agent. Second, our new agent outperforms the primitive-action
reinforcement learning agent, human testers as well as the state-of-art
planning methods that our agent queries as skill options.",Artificial Intelligence (cs.AI),,"[Submitted on 20 Mar 2019 (v1), last revised 28 Nov 2019 (this version, v2)]"
Joint User Association and Resource Allocation in Heterogeneous Cellular Networks: Comparison of Two Modeling Approaches,"Dariush Fooladivanda, Catherine Rosenberg","The performance of different combinations of user association (UA) and
resource allocation (RA) in heterogeneous cellular networks has been
extensively studied using a classic modeling approach based on system
snapshots. There have been also many studies focusing on the dynamics of the
system using queueing models. These modeling approaches are rarely compared
with each other though they each bring different insights to the design
problem. In this paper, we consider a queueing model-based approach to study
the interplay of UA and RA, and compare the results to those obtained using
snapshot models. Specifically, we formulate three different joint UA and RA
optimization problems corresponding to the following three performance metrics:
the maximum achievable arrival rate, the average system delay, and the maximum
per-user delay. These problems are non-convex integer programs. We have
therefore developed numerical techniques to compute either their exact
solutions or tight lower bounds. We obtain results for different combinations
of RA and UA schemes, and compare the trends with those obtained via the
snapshot approach. The trends on RA are very similar, which we take as a
cross-validation of the two modeling approaches for this kind of problem. The
trends on user association are somewhat different which indicates a lack of
robustness of the results and the need for a careful validation of UA models.",Networking and Internet Architecture (cs.NI),,[Submitted on 20 Mar 2019]
Plug and play methods for magnetic resonance imaging (long version),"Rizwan Ahmad, Charles A. Bouman, Gregery T. Buzzard, Stanley Chan, Sizhou Liu, Edward T. Reehorst, Philip Schniter","Magnetic Resonance Imaging (MRI) is a non-invasive diagnostic tool that
provides excellent soft-tissue contrast without the use of ionizing radiation.
Compared to other clinical imaging modalities (e.g., CT or ultrasound),
however, the data acquisition process for MRI is inherently slow, which
motivates undersampling and thus drives the need for accurate, efficient
reconstruction methods from undersampled datasets. In this article, we describe
the use of ""plug-and-play"" (PnP) algorithms for MRI image recovery. We first
describe the linearly approximated inverse problem encountered in MRI. Then we
review several PnP methods, where the unifying commonality is to iteratively
call a denoising subroutine as one step of a larger optimization-inspired
algorithm. Next, we describe how the result of the PnP method can be
interpreted as a solution to an equilibrium equation, allowing convergence
analysis from the equilibrium perspective. Finally, we present illustrative
examples of PnP methods applied to MRI image recovery.",Computer Vision and Pattern Recognition (cs.CV),,"[Submitted on 20 Mar 2019 (v1), last revised 10 Dec 2019 (this version, v5)]"
